"A/B","Dept ","UNFI UPC","Item #","Vendor","Pack Size","Description","featured or tpr","line notes","Reg Case","Total Discount","Sale Case","Rebate per unit","Net Sale Unit","Sale Price","Margin"
"TPR","Nutrition","7-51063-80005-1","90C06001","GAIA HERBS","EA 1 OZ","THROAT SHIELD SAGE AND ALOE SPRAY","TPR","Direct",$10.00,25%,$7.50,,$7.50,$14.99,50%
"TPR","Nutrition","7-51063-99664-8","90E01050","GAIA HERBS","EA 50 CAPS","RESVERATROL-150","TPR","Direct",$10.00,25%,$7.50,,$7.50,$14.99,50%
"TPR","Nutrition","7-51063-35210-9",90379001,"GAIA HERBS","EA 1 OZ","GOLDENSEAL RT A/F","TPR","Direct",$10.20,25%,$7.65,,$7.65,$15.29,50%
"TPR","Nutrition","7-51063-33360-3",90016002,"GAIA HERBS","EA 2 OZ","SWEETISH BITTERS ELIXIR","TPR","Direct",$10.30,25%,$7.73,,$7.73,$15.29,49%
"TPR","Nutrition","7-51063-40361-0","90A65020","GAIA HERBS","EA 20 CAPS","QUICK DEFENSE","TPR","Direct",$11.50,25%,$8.63,,$8.63,$17.29,50%
"TPR","Nutrition","7-51063-34170-7",90876001,"GAIA HERBS","EA 1 OZ","GINSENG SUPREME","TPR","Direct",$12.20,25%,$9.15,,$9.15,$18.29,50%
"TPR","Nutrition","7-51063-30520-4",90367001,"GAIA HERBS","EA 1OZ","GINGSENG ROOT AMERICAN","TPR","Direct",$12.20,25%,$9.15,,$9.15,$18.29,50%
"TPR","Nutrition","7-51063-40200-2","90A35060","GAIA HERBS","EA 60 CAPS","GREEN TEA","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40100-5","90A41060","GAIA HERBS","EA 60 CAPS","CHOLESTEROL MAINTENANCE","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39830-5","90A04060","GAIA HERBS","EA 60 CAPS","ECHINACEA GOLDENSEAL SUPREME","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39712-4","90A27060","GAIA HERBS","EA 60 CAPS","ANTI OXIDANT SURPEME","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40220-0","90A50060","GAIA HERBS","EA 60 CAPS","LACTATE SUPPORT","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40140-1","90A42060","GAIA HERBS","EA 60 CAPS","ALLER-LEAF","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40150-0","90A46060","GAIA HERBS","EA 60 CAPS","ASTRAGALUS SUPREME","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40190-6","90A33060","GAIA HERBS","EA 60 CAPS","BLACK COHOSH","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40060-2","90A38060","GAIA HERBS","EA 60 CAPS","BLACK ELDERBERRY","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40320-7","90A60060","GAIA HERBS","EA 60 CAPS","CINNAMON BARK","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40330-6","90A62060","GAIA HERBS","EA 60 CAPS","CRANBERRY CONCENTRATE","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39820-6","90A03060","GAIA HERBS","EA 60 CAPS","DIET SLIM","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39830-5","90A04060","GAIA HERBS","EA 60 CAPS","ECHINACEA GOLDENSEAL SUPREME","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39672-1","90A24060","GAIA HERBS","EA 60 CAPS","ELEUTHERO ROOT","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39850-3","90A06060","GAIA HERBS","EA 60 CAPS","ENERGY & VITALITY","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40260-6","90A53060","GAIA HERBS","EA 60 CAPS","FENUGREEK SUPREME","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40290-3","90A56060","GAIA HERBS","EA 60 CAPS","GLYCEMIC HEALTH","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40000-8","90A31060","GAIA HERBS","EA 60 CAPS","HAWTHORN SUPREME","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40010-7","90A32060","GAIA HERBS","EA 60 CAPS","HEP SUPPORT","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40220-0","90A50060","GAIA HERBS","EA 60 CAPS","LACTATE SUPPORT","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39900-5","90A11060","GAIA HERBS","EA 60 CAPS","LIVER HEALTH","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39910-4","90A12060","GAIA HERBS","EA 60 CAPS","MALE LIBIDO","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39860-2","90A07060","GAIA HERBS","EA 60 CAPS","MENTAL ALERTNESS","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39880-0","90A09060","GAIA HERBS","EA 60 CAPS","MIGRA PROFEN","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39950-0","90A16060","GAIA HERBS","EA 60 CAPS","OIL OF OREGANO","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39940-1","90A15060","GAIA HERBS","EA 60 CAPS","OLIVE LEAF","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39960-9","90A17060","GAIA HERBS","EA 60 CAPS","PHYTO ESTROGEN","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39512-0","90A18060","GAIA HERBS","EA 60 CAPS","PHYTO PROZ","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40030-5","90A34060","GAIA HERBS","EA 60 CAPS","RESPIRATORY DEFENSE","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40170-8","90A47060","GAIA HERBS","EA 60 CAPS","RHODIOLA ROSEA","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39652-3","90A23060","GAIA HERBS","EA 60 CAPS","SERENITY","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-40080-0","90A40060","GAIA HERBS","EA 60 CAPS","SKIN AND NAIL SUPPORT","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39612-7","90A25060","GAIA HERBS","EA 60 CAPS","SOUND SLEEP","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39990-6","90A30060","GAIA HERBS","EA 60 CAPS","THYROID SUPPORT","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39632-5","90A26060","GAIA HERBS","EA 60 CAPS","VALERIAN ROOT","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39970-8","90A28060","GAIA HERBS","EA 60 CAPS","VISION ENHANCEMENT","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39980-7","90A29060","GAIA HERBS","EA 60 CAPS","WOMENS LIBIDO","TPR","Direct",$13.00,25%,$9.75,,$9.75,$19.49,50%
"TPR","Nutrition","7-51063-39031-6",90756002,"GAIA HERBS","EA 2 OZ","CHILDREN COUGH SYRUP FOR WET COUGHS A/F","TPR","Direct",$13.20,25%,$9.90,,$9.90,$19.99,50%
"TPR","Nutrition","7-51063-39171-9",90784002,"GAIA HERBS","EA 2 OZ","CHILDREN COUGH SYRUP FOR DRY COUGHS A/F","TPR","Direct",$13.20,25%,$9.90,,$9.90,$19.99,50%
"TPR","Nutrition","7-51063-40240-8","90A51060","GAIA HERBS","EA 60 CAPS","JOINT HEALTH","TPR","Direct",$13.50,25%,$10.13,,$10.13,$19.99,49%
"TPR","Nutrition","7-51063-39840-4","90A05060","GAIA HERBS","EA 60 CAPS","ECHINACEA SUPREME","TPR","Direct",$13.50,25%,$10.13,,$10.13,$19.99,49%
"TPR","Nutrition","7-51063-39930-2","90A14060","GAIA HERBS","EA 60 CAPS","NETTLE LEAF","TPR","Direct",$13.50,25%,$10.13,,$10.13,$19.99,49%
"TPR","Nutrition","7-51063-39572-4","90A21060","GAIA HERBS","EA 60 CAPS","SAW PALMETTO","TPR","Direct",$13.50,25%,$10.13,,$10.13,$19.99,49%
"TPR","Nutrition","7-51063-39592-2","90A22060","GAIA HERBS","EA 60 CAPS","ST JOHNS WORT","TPR","Direct",$13.50,25%,$10.13,,$10.13,$19.99,49%
"TPR","Nutrition","7-51063-40270-5","90A61060","GAIA HERBS","EA 60 CAPS","PARA SHIELD","TPR","Direct",$14.00,25%,$10.50,,$10.50,$20.99,50%
"TPR","Nutrition","7-51063-34311-4",90944002,"GAIA HERBS","EA 2 OZ","SKULLCAP/ST JOHNSWORT SUPREME","TPR","Direct",$14.10,25%,$10.58,,$10.58,$20.99,50%
"TPR","Nutrition","7-51063-32071-9",90229002,"GAIA HERBS","EA 2 OZ","CHASTE TREE BERRY","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-34101-1",90844002,"GAIA HERBS","EA 2 OZ","ECHINACEA RED ROOT SUPREME","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-37691-4",90488002,"GAIA HERBS","EA 2 OZ","MILK THISTLE SEED LOW ALCOHOL","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-31061-1",90646002,"GAIA HERBS","EA 2 OZ","SLIPPERY ELM","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-31091-8",90657002,"GAIA HERBS","EA 2 OZ","ST JOHNSWORT FLOWER BUDS","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-34141-7",90864002,"GAIA HERBS","EA 2 OZ","FEM-RESTORE","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-35201-7",90292002,"GAIA HERBS","EA 2 OZ","ECHINACEA SUPREME A/F","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-35251-2",90848002,"GAIA HERBS","EA 2 OZ","ECHINACEA/GOLDENSEAL A/F","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-34091-5",90836002,"GAIA HERBS","EA 2 OZ","ECHINACEA/GOLDENSEAL SUPREME","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-40130-2","90A44060","GAIA HERBS","EA 60 CAPS","LIQUI-LIEVE","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-40230-9","90A58060","GAIA HERBS","EA 60 CAPS","HOLY BASIL","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-40050-3","90A36060","GAIA HERBS","EA 60 CAPS","INFLA PROFEN","TPR","Direct",$14.50,25%,$10.88,,$10.88,$21.79,50%
"TPR","Nutrition","7-51063-34391-6",90976010,"GAIA HERBS","EA 215G","REJUVE GENTLE DAILY FIBER","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-83701-9",90837001,"GAIA HERBS","EA 1 OZ","ECHINACEA/GOLDENSEAL EXTRA STRENGTH","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-83301-1",90833001,"GAIA HERBS","EA 1OZ","ECHINACEA SUPREME EXTRA STRENGTH","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-40300-9","90A57060","GAIA HERBS","EA 60 CAPS","ADRENAL HEALTH","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-40090-9","90A37060","GAIA HERBS","EA 60 CAPS","URINARY SUPPORT","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-80004-4","90C085P4","GAIA HERBS","EA 5.4 OZ","BLACK ELDERBERRY NIGHTTIME SYRUP","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-80003-7","90C075P4","GAIA HERBS","EA 5.4 OZ","BLACK ELDERBERRY SYRUP","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-39870-1","90A08060","GAIA HERBS","EA 60 CAPS","GINKGO LEAF","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-40120-3","90A45060","GAIA HERBS","EA 60 CAPS","MAITAKE DEFENSE","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-39920-3","90A13060","GAIA HERBS","EA 60 CAPS","MILK THISTLE SEED","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-40280-4","90A55060","GAIA HERBS","EA 60 CAPS","PROSTATE HEALTH","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-40310-8","90A63060","GAIA HERBS","EA 60 CAPS","TURMERIC SUPREME","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-40350-4","90A64060","GAIA HERBS","EA 60 CAPS","WHOLE BODY DEFENSE","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-39890-9","90A10060","GAIA HERBS","EA 60 CAPS","KAVA KAVA","TPR","Direct",$15.00,25%,$11.25,,$11.25,$22.49,50%
"TPR","Nutrition","7-51063-30826-7",90525002,"GAIA HERBS","EA 2 OZ","OLIVE LEAF","TPR","Direct",$15.20,25%,$11.40,,$11.40,$22.79,50%
"TPR","Nutrition","7-51063-33381-8",90020004,"GAIA HERBS","EA 4 OZ","VITEX ELIXIR","TPR","Direct",$15.20,25%,$11.40,,$11.40,$22.79,50%
"TPR","Nutrition","7-51063-34081-6",90832002,"GAIA HERBS","EA 2 OZ","ECHINACEA SUPREME","TPR","Direct",$15.20,25%,$11.40,,$11.40,$22.79,50%
"TPR","Nutrition","7-51063-34191-2",90888002,"GAIA HERBS","EA 2 OZ","HAWTHORN SUPREME","TPR","Direct",$15.20,25%,$11.40,,$11.40,$22.79,50%
"TPR","Nutrition","7-51063-34111-0",90852002,"GAIA HERBS","EA 2 OZ","EYEBRIGHT/BAYBERRY SUPREME","TPR","Direct",$17.00,25%,$12.75,,$12.75,$25.49,50%
"TPR","Nutrition","7-51063-30541-9",90377002,"GAIA HERBS","EA 2 OZ","GOLDENSEAL ROOT","TPR","Direct",$17.00,25%,$12.75,,$12.75,$25.49,50%
"TPR","Nutrition","7-51063-40380-1",90864001,"GAIA HERBS","EA 60 CAPS","GINGER SUPREME W TURMERIC","TPR","Direct",$17.50,25%,$13.13,,$13.13,$25.99,49%
"TPR","Nutrition","7-51063-43201-6",90432001,"GAIA HERBS","EA 1 OZ","KAVA KAVA ROOT EXTRA STRENGTH","TPR","Direct",$17.90,25%,$13.43,,$13.43,$26.99,50%
"TPR","Nutrition","7-51063-35110-2",90024003,"GAIA HERBS","EA 3 OZ","HAWTHORN SOLD EXTRACT","TPR","Direct",$17.90,25%,$13.43,,$13.43,$26.99,50%
"TPR","Nutrition","7-51063-43201-6",90432001,"GAIA HERBS","EA 1 OZ","KAVA KAVA EXTRA STRENGTH","TPR","Direct",$17.90,25%,$13.43,,$13.43,$26.99,50%
"TPR","Nutrition","7-51063-37701-0",90434002,"GAIA HERBS","EA 2 OZ","KAVA KAVA ROOT LOW ALCOHOL","TPR","Direct",$18.00,25%,$13.50,,$13.50,$26.99,50%
"TPR","Nutrition","7-51063-30651-5",90433002,"GAIA HERBS","EA 2 OZ","KAVA KAVA ROOT","TPR","Direct",$18.00,25%,$13.50,,$13.50,$26.99,50%
"TPR","Nutrition","7-51063-30651-5",90433002,"GAIA HERBS","EA 2 OZ","KAVA KAVA ROOT","TPR","Direct",$18.00,25%,$13.50,,$13.50,$26.99,50%
"TPR","Nutrition","7-51063-01100-6","90A90KIT","GAIA HERBS","EA KIT","FIT FOR HEALTH KIT","TPR","Direct",$18.50,25%,$13.88,,$13.88,$27.99,50%
"TPR","Nutrition","7-51063-33361-0",90016004,"GAIA HERBS","EA 4 OZ","SWEETISH BITTERS ELIXIR","TPR","Direct",$19.40,25%,$14.55,,$14.55,$28.99,50%
"TPR","Nutrition","7-51063-40360-3","90A65040","GAIA HERBS","EA 40 CAPS","QUICK DEFENSE","TPR","Direct",$20.00,25%,$15.00,,$15.00,$29.99,50%
"TPR","Nutrition","7-51063-00995-9","90098KIT","GAIA HERBS","EA KIT","CANDIDA SUPREME VITAL CLEANSE","TPR","Direct",$21.50,25%,$16.13,,$16.13,$31.99,50%
"TPR","Nutrition","7-51063-99669-3","90A16120","GAIA HERBS","EA 120 CAPS","OIL OF OREGANO","TPR","Direct",$21.50,25%,$16.13,,$16.13,$31.99,50%
"TPR","Nutrition","7-51063-99666-2","90A25120","GAIA HERBS","EA 120 CAPS","SOUND SLEEP ","TPR","Direct",$21.50,25%,$16.13,,$16.13,$31.99,50%
"TPR","Nutrition","7-51063-99667-9","90A30120","GAIA HERBS","EA 120 CAPS","THYROID SUPPORT","TPR","Direct",$21.50,25%,$16.13,,$16.13,$31.99,50%
"TPR","Nutrition","7-51063-83302-8",90833002,"GAIA HERBS","EA 2 OZ","ECHINACEA SUPREME EXTRA STRENGTH","TPR","Direct",$23.30,25%,$17.48,,$17.48,$34.99,50%
"TPR","Nutrition","7-51063-00991-1","90099KIT","GAIA HERBS","EA KIT","SUPREME CLEANSE KIT","TPR","Direct",$24.00,25%,$18.00,,$18.00,$35.99,50%
"TPR","Nutrition","7-51063-99668-6","90A57120","GAIA HERBS","EA 120 CAPS","ADRENAL HEALTH","TPR","Direct",$25.00,25%,$18.75,,$18.75,$37.99,51%
"TPR","Nutrition","7-51063-30362-0",90274004,"GAIA HERBS","EA 4 OZ","DANDELION ROOT AND LEAF","TPR","Direct",$25.20,25%,$18.90,,$18.90,$37.99,50%
"TPR","Nutrition","7-51063-31132-8",90676004,"GAIA HERBS","EA 4 OZ","TURMERIC ROOT","TPR","Direct",$25.20,25%,$18.90,,$18.90,$37.99,50%
"TPR","Nutrition","7-51063-30827-4",90525004,"GAIA HERBS","EA 4 OZ","OLIVE LEAF","TPR","Direct",$26.50,25%,$19.88,,$19.88,$39.99,50%
"TPR","Nutrition","7-51063-32251-5",90487002,"GAIA HERBS","EA 2 OZ","MILK THISTLE SEED","TPR","Direct",$26.50,25%,$19.88,,$19.88,$39.99,50%
"TPR","Nutrition","7-51063-43202-3",90432002,"GAIA HERBS","EA 2 OZ","KAVA KAVA ROOT EXTRA STRENGTH","TPR","Direct",$30.00,25%,$22.50,,$22.50,$44.99,50%
"TPR","Nutrition","7-51063-37770-6",90083001,"GAIA HERBS","EA 1 OZ","KAVA KAVA ROOT PROF STRENGTH","TPR","Direct",$30.70,25%,$23.03,,$23.03,$45.99,50%
"TPR","Nutrition","7-51063-40420-4","90A81KIT","GAIA HERBS","EA 10 CAPS","ENERGY/VITALITY TRIAL SIZE","TPR","Direct",$43.00,25%,$32.25,,$32.25,$63.99,50%
"TPR","Nutrition","7-51063-40460-0","90A85KIT","GAIA HERBS","EA 10 CAPS","SOUND SLEEP TRIAL SIZE TRAY","TPR","Direct",$43.00,25%,$32.25,,$32.25,$63.99,50%
"TPR","Nutrition","7-51063-99611-2","90B54KIT","GAIA HERBS","EA 10 CAP","STRESS RESPONSE TRIAL SIZE","TPR","Direct",$47.50,25%,$35.63,,$35.63,$71.99,51%
"TPR","Nutrition","7-51063-40430-3","90A82KIT","GAIA HERBS","EA 10 CAPS","KAVE KAVA TRIAL SIZE","TPR","Direct",$48.00,25%,$36.00,,$36.00,$71.99,50%
"TPR","Nutrition","7-65704-31901-7",31901,"Herbs, Etc.","EA 1 OZ","ChlorOxygen Chlorophyll Concentrate","TPR","Direct",$7.55,20%,$5.66,,$5.66,$10.99,48%
"TPR","Nutrition","7-65704-31902-4",31902,"Herbs, Etc.","EA 2 OZ","ChlorOxygen Chlorophyll Concentrate","TPR","Direct",$13.49,20%,$10.12,,$10.12,$19.99,49%
"TPR","Nutrition","7-65704-31921-5",31921,"Herbs, Etc.","EA 1 OZ","Mint ChlorOxygen Concentrate ","TPR","Direct",$7.55,20%,$5.66,,$5.66,$10.99,48%
"TPR","Nutrition","7-65704-31922-2",31922,"Herbs, Etc.","EA 2 OZ","Mint ChlorOxygen Concentrate ","TPR","Direct",$13.49,20%,$10.12,,$10.12,$19.99,49%
"TPR","Nutrition","7-65704-51926-4",51926,"Herbs, Etc.","EA 60 CAP","ChlorOxygen Chlorophyll Softgels","TPR","Direct",$6.99,20%,$5.24,,$5.24,$9.99,48%
"TPR","Nutrition","3-54973-29522-3",346882,"HYLAND","EA 100 TAB","FLU TABLETS","TPR",,$5.00,20%,$4.07,,$4.07,$7.99,49%
"TPR","Nutrition","3-54973-29542-1",346841,"HYLAND","EA 100 TAB","BRONCHIAL COUGH","TPR",,$5.00,20%,$4.07,,$4.07,$7.99,49%
"TPR","Nutrition","3-54973-29591-9",347088,"HYLAND","EA 50 TAB","SINUS TABLETS","TPR","SN",$3.68,20%,$2.94,,$2.94,$5.99,51%
"TPR","Nutrition","3-54973-29592-6",346940,"HYLAND","EA 100 TAB","SINUS TABLETS","TPR",,$5.00,20%,$4.07,,$4.07,$7.99,49%
"TPR","Nutrition","3-54973-30101-6",583989,"HYLAND","EA 50 TAB","COLD TABLETS WITH ZIN","TPR","SN GRW",$5.09,20%,$3.32,,$3.32,$6.49,49%
"TPR","Nutrition","3-54973-30152-8",522573,"HYLAND","EA 120 TAB","COMPLETE FLU CARE","TPR",,$6.62,20%,$5.38,,$5.38,$10.99,51%
"TPR","Nutrition","3-54973-91042-3",346866,"HYLAND","EA 100 TAB","COUGH TABLETS","TPR",,$5.00,20%,$4.07,,$4.07,$7.99,49%
"TPR","Nutrition","3-54973-91202-1",346924,"HYLAND","EA 100 TAB","SORE THROAT TABLETS","TPR",,$5.00,20%,$4.07,,$4.07,$7.99,49%
"TPR","Nutrition","5-42501-03918-2","BM9182","Natural Factors","EA 30","BioSil","TPR","Direct",$9.48,25%,$7.11,,$7.11,$13.99,49%
"TPR","Nutrition","5-42501-03918-3","BM9183","Natural Factors","EA 60","BioSil","TPR","Direct",$16.99,25%,$12.74,,$12.74,$24.99,49%
"TPR","Nutrition","5-42501-03918-6","BM9186","Natural Factors","EA 120","BioSil","TPR","Direct",$29.99,25%,$22.49,,$22.49,$44.99,50%
"TPR","Nutrition","5-42501-03918-5","BM9185","Natural Factors","EA .5oz","BioSil","TPR","Direct",$11.99,25%,$8.99,,$8.99,$17.99,50%
"TPR","Nutrition","5-42501-03918-4","BM9184","Natural Factors","EA 1 oz","BioSil","TPR","Direct",$17.99,25%,$13.49,,$13.49,$26.99,50%
"TPR","Nutrition","8-18692-00300-7",850297,"PEACEM","EA 2 OZ","THROAT RESCUE","TPR","SN",$7.55,25%,$4.59,,$4.59,$8.99,49%
"TPR","Nutrition","8-18692-00505-6",416693,"PEACEM","EA 4 CT","TRAVEL RESCUE KIT","TPR","SN",$10.78,25%,$6.56,,$6.56,$12.99,49%
"TPR","Nutrition","8-18692-00507-0",840215,"PEACEM","EA 2 OZ","MINI STOMACH RESCUE","TPR","SN",$3.51,25%,$2.13,,$2.13,$4.29,50%
"TPR","Nutrition","8-18692-00600-8",850339,"PEACEM","EA 4 OZ","STOMACH RESCUE","TPR","SN",$6.46,25%,$3.94,,$3.94,$7.99,51%
"TPR","Nutrition","8-18692-00850-7",483784,"PEACEM","EA 6 OZ","IONIC COLLOIDAL SILVE","TPR","SN",$9.82,25%,$5.98,,$5.98,$11.99,50%
"TPR","Nutrition","0-43952-00010-0",829960,"PINES","EA 10 OZ","WHEAT GRS PWDR 100%,O","TPR",,$15.65,20%,$12.72,,$12.72,$24.99,49%
"TPR","Nutrition","0-21888-10471-0",370189,"RBLITE","EA 30 TAB","JUST ONCE","TPR",,$5.41,20%,$4.40,,$4.40,$8.99,51%
"TPR","Nutrition","0-21888-10472-7",370221,"RBLITE","EA 60 TAB","JUST ONCE","TPR",,$10.43,20%,$8.48,,$8.48,$16.99,50%
"TPR","Nutrition","0-21888-10474-1",370247,"RBLITE","EA 120 TAB","JUST ONCE","TPR",,$18.04,20%,$14.67,,$14.67,$28.99,49%
"TPR","Nutrition","0-21888-10701-8",580183,"RBLITE","EA 30 TAB","JUST ONCE IRON-FREE","TPR",,$5.41,20%,$4.40,,$4.40,$8.99,51%
"TPR","Nutrition","0-21888-10702-5",580225,"RBLITE","EA 60 TAB","JUST ONCE IRON-FREE","TPR",,$10.43,20%,$8.48,,$8.48,$16.99,50%
"TPR","Nutrition","0-21888-10704-9",580241,"RBLITE","EA 120 TAB","JUST ONCE IRON-FREE","TPR",,$18.04,20%,$14.67,,$14.67,$28.99,49%
"TPR","Nutrition","0-21888-10881-7",966770,"RBLITE","EA 30 TAB","WOMENS ONE MULTI","TPR",,$5.41,20%,$4.40,,$4.40,$8.99,51%
"TPR","Nutrition","0-21888-10882-4",958249,"RBLITE","EA 90 TAB","WOMEN'S ONE MULTIVITA","TPR",,$12.64,20%,$10.28,,$10.28,$19.99,49%
"TPR","Nutrition","0-21888-10883-1",393819,"RBLITE","EA 150 TAB","WOMENS ONE MULTI","TPR",,$17.25,20%,$14.03,,$14.03,$27.99,50%
"TPR","Nutrition","0-21888-10891-6",966788,"RBLITE","EA 30 TAB","MENS ONE MULTI","TPR",,$5.41,20%,$4.40,,$4.40,$8.99,51%
"TPR","Nutrition","0-21888-10892-3",958256,"RBLITE","EA 90 TAB","MEN'S ONE MULTIVITAMI","TPR",,$12.64,20%,$10.28,,$10.28,$19.99,49%
"TPR","Nutrition","0-21888-10893-0",393694,"RBLITE","EA 150 TAB","MENS ONE MULTI","TPR",,$17.25,20%,$14.03,,$14.03,$27.99,50%
"TPR","Nutrition","0-21888-10901-2",966838,"RBLITE","EA 45 TAB","B-COMPLETE","TPR",,$4.40,20%,$3.58,,$3.58,$6.99,49%
"TPR","Nutrition","0-21888-10902-9",958298,"RBLITE","EA 90 TAB","B-COMPLETE","TPR",,$7.20,20%,$5.85,,$5.85,$11.99,51%
